15.0 1.0
18.0 1.9
20.2 2.3
23.3 2.8
25.9 3.2
29.0 3.8
32.3 4.7
35.0 5.9
38.6 10.0
40.2 15.2
42.0 26.4
41.0 19.9
41.4 22.4
