1.0 2.0
1.2 4.5
1.3 6.5
1.4 7.9
1.6 10.0
2.1 12.9
2.4 14.9
3.5 19.0
4.6 21.5
7.9 24.9
15.9 27.7
24.0 28.9
27.8 29.4
27.8 29.4
