3.8 0.0
4.0 1.5
4.4 2.9
5.0 5.0
4.9 8.4
6.4 9.6
9.5 14.95
11.4 17.0
14.7 19.7
19.3 22.4
21.6 23.8
25.0 25.0
28.5 27.5
30.5 30.0
